TestMap_1,BasicBot,615.371600,1
TestMap_1,BasicBot,471.606200,1
test_obstacleArea,BasicBot,1298.209800,1
test_obstacleArea,BasicBot,37488.729200,1
TestMap_1,BasicBot,385.103800,1
TestMap_1,BasicBot,340.453000,1
TestMap_1,BasicBot,1564.429500,1
TestMap_1,BasicBot,516.588300,1
test_obstacleArea,BasicBot,190.489500,1
test_obstacleArea,BasicBot,7391.474700,1
test_obstacleArea,BasicBot,2754.454400,1
test_obstacleArea,BasicBot,10608.825700,1
test_obstacleArea,BasicBot,26151.187000,1
test_obstacleArea,BasicBot,4541.014200,1
test_obstacleArea,BasicBot,8467.542700,1
test_obstacleArea,BasicBot,18255.833300,1
test_obstacleArea,BasicBot,10602.052000,1
test_obstacleArea,BasicBot,955.854900,1
test_obstacleArea,BasicBot,5457.903400,1
test_obstacleArea,BasicBot,543.033800,1
test_obstacleArea,BasicBot,540.120000,1
test_obstacleArea,BasicBot,548.355200,1
test_obstacleArea,BasicBot,532.754600,1
test_obstacleArea,BasicBot,523.255000,1
test_obstacleArea,BasicBot,742.499100,1
test_obstacleArea,BasicBot,542.643900,1
test_obstacleArea,BasicBot,536.864800,1
test_obstacleArea,BasicBot,32054.505200,1
test_obstacleArea,BasicBot,563.902000,1
test_obstacleArea,BasicBot,527.457000,1
test_obstacleArea,BasicBot,527.766900,1
test_obstacleArea,BasicBot,342.374000,1
test_obstacleArea,BasicBot,558.029300,1
test_obstacleArea,BasicBot,551.163500,1
test_obstacleArea,BasicBot,731.216500,1
test_obstacleArea,BasicBot,533.821700,1
test_obstacleArea,BasicBot,526.922800,1
test_obstacleArea,BasicBot,755.434300,1
test_obstacleArea,BasicBot,715.528800,1
test_obstacleArea,BasicBot,511.752700,1
test_obstacleArea,BasicBot,7470.666600,1
test_obstacleArea,BasicBot,530.061100,1
test_obstacleArea,BasicBot,342.010300,1
test_obstacleArea,BasicBot,522.027300,1
test_obstacleArea,BasicBot,211.544400,1
test_obstacleArea,BasicBot,476.523300,1
test_obstacleArea,BasicBot,203.739200,1
test_obstacleArea,BasicBot,390.474200,1
test_obstacleArea,BasicBot,392.999400,1
test_obstacleArea,BasicBot,188.016400,1
test_obstacleArea,BasicBot,1432.085100,1
test_obstacleArea,BasicBot,169.679700,1
test_obstacleArea,BasicBot,192.067300,1
test_obstacleArea,BasicBot,1188.733400,1
test_obstacleArea,BasicBot,335.113000,1
test_obstacleArea,BasicBot,1365.224400,1
test_obstacleArea,BasicBot,2955.824200,1
test_obstacleArea,BasicBot,529.751000,1
test_obstacleArea,BasicBot,400.968900,1
test_obstacleArea,BasicBot,461.100300,1
test_obstacleArea,BasicBot,535.237400,1
test_obstacleArea,BasicBot,20765.307000,1
test_obstacleArea,BasicBot,4930.756700,1
test_obstacleArea,BasicBot,1196.043100,1
test_obstacleArea,BasicBot,4053.743000,1
test_obstacleArea,BasicBot,523.545700,1
test_obstacleArea,BasicBot,345.616000,1
test_obstacleArea,BasicBot,350.729000,1
test_obstacleArea_2,BasicBot,384.506000,1
test_obstacleArea_2,BasicBot,354.267900,1
test_obstacleArea_2,BasicBot,730.056500,1
test_obstacleArea_2,BasicBot,209.016900,1
test_obstacleArea_2,BasicBot,368.740000,1
test_obstacleArea_1,BasicBot,313.633100,1
test_obstacleArea_3,BasicBot,528.511600,1
TestMap_4 cool map ^-^,BasicBot,579.420800,1
test_obstacleArea_1,BasicBot,8198.125400,1
TestMap_2,BasicBot,27316.860500,1
TestMap_4 cool map ^-^,BasicBot,1025.518900,1
TestMap_3,BasicBot,2065.679300,1
TestMap_3,BotHillClimbing,47852.522800,1
test_obstacleArea_1,BasicBot,1331.524300,1
test_obstacleArea_1,BasicBot,1409.533000,1
test_obstacleArea_1,BasicBot,698.036000,1
TestMap_1,BasicBot,1160.207800,1
TestMap_1,BasicBot,1268.408700,1
TestMap_1,BasicBot,899.587600,1
